code,name,note,parentId
"441501","市辖区","广东省-汕尾市-市辖区","441500"
"441601","市辖区","广东省-河源市-市辖区","441600"
"441701","市辖区","广东省-阳江市-市辖区","441700"
"441801","市辖区","广东省-清远市-市辖区","441800"
"445101","市辖区","广东省-潮州市-市辖区","445100"
"445201","市辖区","广东省-揭阳市-市辖区","445200"
"445301","市辖区","广东省-云浮市-市辖区","445300"
"450101","市辖区","广西壮族自治区-南宁市-市辖区","450100"
"450201","市辖区","广西壮族自治区-柳州市-市辖区","450200"
"450301","市辖区","广西壮族自治区-桂林市-市辖区","450300"
"450331","荔浦县","广西壮族自治区-桂林市-荔浦县","450300"
"450401","市辖区","广西壮族自治区-梧州市-市辖区","450400"
"450501","市辖区","广西壮族自治区-北海市-市辖区","450500"
"450601","市辖区","广西壮族自治区-防城港市-市辖区","450600"
"450701","市辖区","广西壮族自治区-钦州市-市辖区","450700"
"450801","市辖区","广西壮族自治区-贵港市-市辖区","450800"
"450901","市辖区","广西壮族自治区-玉林市-市辖区","450900"
"451001","市辖区","广西壮族自治区-百色市-市辖区","451000"
"451021","田阳县","广西壮族自治区-百色市-田阳县","451000"
"451101","市辖区","广西壮族自治区-贺州市-市辖区","451100"
"451201","市辖区","广西壮族自治区-河池市-市辖区","451200"
"451281","宜州市","广西壮族自治区-河池市-宜州市","451200"
"451301","市辖区","广西壮族自治区-来宾市-市辖区","451300"
"451401","市辖区","广西壮族自治区-崇左市-市辖区","451400"
"460101","市辖区","海南省-海口市-市辖区","460100"
"460201","市辖区","海南省-三亚市-市辖区","460200"
"469000","省直辖县级行政区划","海南省-省直辖县级行政区划","460000"
"500200","县","重庆市-县","500000"
"500228","梁平县","重庆市-县-梁平县","500200"
"500232","武隆县","重庆市-县-武隆县","500200"
"510101","市辖区","四川省-成都市-市辖区","510100"
"510124","郫县","四川省-成都市-郫县","510100"
"510301","市辖区","四川省-自贡市-市辖区","510300"
"510401","市辖区","四川省-攀枝花市-市辖区","510400"
"510501","市辖区","四川省-泸州市-市辖区","510500"
"510601","市辖区","四川省-德阳市-市辖区","510600"
"510626","罗江县","四川省-德阳市-罗江县","510600"
"510701","市辖区","四川省-绵阳市-市辖区","510700"
"510801","市辖区","四川省-广元市-市辖区","510800"
"510901","市辖区","四川省-遂宁市-市辖区","510900"
"510922","射洪县","四川省-遂宁市-射洪县","510900"
"511001","市辖区","四川省-内江市-市辖区","511000"
"511028","隆昌县","四川省-内江市-隆昌县","511000"
"511101","市辖区","四川省-乐山市-市辖区","511100"
"511301","市辖区","四川省-南充市-市辖区","511300"
"511401","市辖区","四川省-眉山市-市辖区","511400"
"511501","市辖区","四川省-宜宾市-市辖区","511500"
"511521","宜宾县","四川省-宜宾市-宜宾县","511500"
"511601","市辖区","四川省-广安市-市辖区","511600"
"511701","市辖区","四川省-达州市-市辖区","511700"
"511801","市辖区","四川省-雅安市-市辖区","511800"
"511901","市辖区","四川省-巴中市-市辖区","511900"
"512001","市辖区","四川省-资阳市-市辖区","512000"
"520101","市辖区","贵州省-贵阳市-市辖区","520100"
"520222","盘县","贵州省-六盘水市-盘县","520200"
"520301","市辖区","贵州省-遵义市-市辖区","520300"
"520401","市辖区","贵州省-安顺市-市辖区","520400"
"520501","市辖区","贵州省-毕节市-市辖区","520500"
"520601","市辖区","贵州省-铜仁市-市辖区","520600"
"522322","兴仁县","贵州省-黔西南布依族苗族自治州-兴仁县","522300"
"530101","市辖区","云南省-昆明市-市辖区","530100"
"530122","晋宁县","云南省-昆明市-晋宁县","530100"
"530301","市辖区","云南省-曲靖市-市辖区","530300"
"530321","马龙县","云南省-曲靖市-马龙县","530300"
"530401","市辖区","云南省-玉溪市-市辖区","530400"
"530501","市辖区","云南省-保山市-市辖区","530500"
"530601","市辖区","云南省-昭通市-市辖区","530600"
"530630","水富县","云南省-昭通市-水富县","530600"
"530701","市辖区","云南省-丽江市-市辖区","530700"
"530801","市辖区","云南省-普洱市-市辖区","530800"
"530901","市辖区","云南省-临沧市-市辖区","530900"
"540101","市辖区","西藏自治区-拉萨市-市辖区","540100"
"540126","达孜县","西藏自治区-拉萨市-达孜县","540100"
"540501","市辖区","西藏自治区-山南市-市辖区","540500"
"542400","那曲地区","西藏自治区-那曲地区","540000"
"542421","那曲县","西藏自治区-那曲地区-那曲县","542400"
"542422","嘉黎县","西藏自治区-那曲地区-嘉黎县","542400"
"542423","比如县","西藏自治区-那曲地区-比如县","542400"
"542424","聂荣县","西藏自治区-那曲地区-聂荣县","542400"
"542425","安多县","西藏自治区-那曲地区-安多县","542400"
"542426","申扎县","西藏自治区-那曲地区-申扎县","542400"
"542427","索县","西藏自治区-那曲地区-索县","542400"
"542428","班戈县","西藏自治区-那曲地区-班戈县","542400"
"542429","巴青县","西藏自治区-那曲地区-巴青县","542400"
"542430","尼玛县","西藏自治区-那曲地区-尼玛县","542400"
"542431","双湖县","西藏自治区-那曲地区-双湖县","542400"
"610101","市辖区","陕西省-西安市-市辖区","610100"
"610125","户县","陕西省-西安市-户县","610100"
"610201","市辖区","陕西省-铜川市-市辖区","610200"
"610301","市辖区","陕西省-宝鸡市-市辖区","610300"
"610401","市辖区","陕西省-咸阳市-市辖区","610400"
"610427","彬县","陕西省-咸阳市-彬县","610400"
"610501","市辖区","陕西省-渭南市-市辖区","610500"
"610601","市辖区","陕西省-延安市-市辖区","610600"
"610701","市辖区","陕西省-汉中市-市辖区","610700"
"610721","南郑县","陕西省-汉中市-南郑县","610700"
"610801","市辖区","陕西省-榆林市-市辖区","610800"
"610821","神木县","陕西省-榆林市-神木县","610800"
"610901","市辖区","陕西省-安康市-市辖区","610900"
"611001","市辖区","陕西省-商洛市-市辖区","611000"
"620101","市辖区","甘肃省-兰州市-市辖区","620100"
"620201","市辖区","甘肃省-嘉峪关市-市辖区","620200"
"620301","市辖区","甘肃省-金昌市-市辖区","620300"
"620401","市辖区","甘肃省-白银市-市辖区","620400"
"620501","市辖区","甘肃省-天水市-市辖区","620500"
"620601","市辖区","甘肃省-武威市-市辖区","620600"
"620701","市辖区","甘肃省-张掖市-市辖区","620700"
"620801","市辖区","甘肃省-平凉市-市辖区","620800"
"620824","华亭县","甘肃省-平凉市-华亭县","620800"
"620901","市辖区","甘肃省-酒泉市-市辖区","620900"
"621001","市辖区","甘肃省-庆阳市-市辖区","621000"
"621101","市辖区","甘肃省-定西市-市辖区","621100"
"621201","市辖区","甘肃省-陇南市-市辖区","621200"
"630101","市辖区","青海省-西宁市-市辖区","630100"
"640101","市辖区","宁夏回族自治区-银川市-市辖区","640100"
"640201","市辖区","宁夏回族自治区-石嘴山市-市辖区","640200"
"640301","市辖区","宁夏回族自治区-吴忠市-市辖区","640300"
"640401","市辖区","宁夏回族自治区-固原市-市辖区","640400"
"640501","市辖区","宁夏回族自治区-中卫市-市辖区","640500"
"650101","市辖区","新疆维吾尔自治区-乌鲁木齐市-市辖区","650100"
"650201","市辖区","新疆维吾尔自治区-克拉玛依市-市辖区","650200"
"659000","自治区直辖县级行政区划","新疆维吾尔自治区-自治区直辖县级行政区划","650000"
